STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW10	2021-03-01 00:00:00	412.37	4.37	505	0.7	null	null	253	7.8	17.675	null	null	null	null	null	null	CON	2.5188
NW10	2021-03-01 00:05:00	412.33	4.6	505	0.7	null	null	253	7.8	17.6125	null	null	null	null	null	null	CON	2.4813
NW10	2021-03-01 00:10:00	412.29	4.6	505	0.7	null	null	254	7.8	17.6375	null	null	null	null	null	null	CON	2.4438
NW10	2021-03-01 00:15:00	412.26	4.6	505	0.7	null	null	254	7.775	17.5625	null	null	null	null	null	null	CON	2.4063
NW10	2021-03-01 00:20:00	412.21	4.37	505	0.7	null	null	254	7.775	17.5375	null	null	null	null	null	null	CON	2.3625
NW10	2021-03-01 00:25:00	412.17	4.13	505	0.7	null	null	253	7.775	17.525	null	null	null	null	null	null	CON	2.3188
NW10	2021-03-01 00:30:00	412.14	3.9	505	0.7	null	null	254	7.8	17.6125	null	null	null	null	null	null	CON	2.2875
NW10	2021-03-01 00:35:00	412.1	3.9	505	0.7	null	null	253	7.825	17.6125	null	null	null	null	null	null	CON	2.25
NW10	2021-03-01 00:40:00	412.06	3.9	505	0.7	null	null	254	7.8	17.525	null	null	null	null	null	null	CON	2.2063
NW10	2021-03-01 00:45:00	412.02	4.13	505	0.7	null	null	254	7.75	17.4125	null	null	null	null	null	null	CON	2.1688
NW10	2021-03-01 00:50:00	411.98	4.37	505	0.7	null	null	254	7.75	17.4	null	null	null	null	null	null	CON	2.125
NW10	2021-03-01 00:55:00	411.94	4.37	505	0.7	null	null	254	7.75	17.4375	null	null	null	null	null	null	CON	2.0875
NW10	2021-03-01 01:00:00	411.89	4.37	505	0.7	null	null	254	7.75	17.4	null	null	null	null	null	null	CON	2.0438
NW10	2021-03-01 01:05:00	411.86	4.13	505	0.7	null	null	254	7.75	17.4	null	null	null	null	null	null	CON	2.0063
NW10	2021-03-01 01:10:00	411.82	4.13	505	0.7	null	null	254	7.775	17.4375	null	null	null	null	null	null	CON	1.9688
NW10	2021-03-01 01:15:00	411.78	3.9	505	0.7	null	null	254	7.75	17.3875	null	null	null	null	null	null	CON	1.925
NW10	2021-03-01 01:20:00	411.74	3.9	505	0.7	null	null	254	7.75	17.3875	null	null	null	null	null	null	CON	1.8875
NW10	2021-03-01 01:25:00	411.7	3.9	505	0.7	null	null	254	7.75	17.35	null	null	null	null	null	null	CON	1.85
NW10	2021-03-01 01:30:00	411.67	3.9	505	0.7	null	null	254	7.75	17.3	null	null	null	null	null	null	CON	1.8188
NW10	2021-03-01 01:35:00	411.62	3.9	505	0.7	null	null	255	7.725	17.2875	null	null	null	null	null	null	CON	1.7688
NW10	2021-03-01 01:40:00	411.56	3.9	505	0.7	null	null	255	7.75	17.275	null	null	null	null	null	null	CON	1.7125
