STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW10	2021-01-01 00:00:00	412.41	3	258	0.4	null	null	208	6.25	13.05	null	null	null	null	null	null	CON	2.5563
NW10	2021-01-01 00:05:00	412.4	3	258	0.4	null	null	209	6.25	13.0375	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:10:00	412.41	3	258	0.4	null	null	209	6.25	13.0375	null	null	null	null	null	null	CON	2.5563
NW10	2021-01-01 00:15:00	412.4	3	258	0.4	null	null	208	6.25	13.025	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:20:00	412.41	3	258	0.4	null	null	209	6.25	13.0125	null	null	null	null	null	null	CON	2.5563
NW10	2021-01-01 00:25:00	412.41	3	258	0.4	null	null	209	6.25	13.0125	null	null	null	null	null	null	CON	2.5563
NW10	2021-01-01 00:30:00	412.4	3	258	0.4	null	null	209	6.25	13.0125	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:35:00	412.4	3	258	0.4	null	null	208	6.25	13	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:40:00	412.4	3	258	0.4	null	null	209	6.25	13	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:45:00	412.4	3	258	0.4	null	null	209	6.25	13	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:50:00	412.4	3	258	0.4	null	null	209	6.275	12.9875	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 00:55:00	412.4	3	258	0.4	null	null	209	6.275	13	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 01:00:00	412.4	3	258	0.4	null	null	209	6.275	12.9875	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 01:05:00	412.4	3	258	0.4	null	null	208	6.25	12.975	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 01:10:00	412.4	3	258	0.4	null	null	209	6.25	12.975	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 01:15:00	412.4	3	258	0.4	null	null	209	6.275	12.975	null	null	null	null	null	null	CON	2.55
NW10	2021-01-01 01:20:00	412.39	3	258	0.4	null	null	209	6.275	12.975	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:25:00	412.39	3	258	0.4	null	null	209	6.275	12.9625	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:30:00	412.39	3	258	0.4	null	null	209	6.275	12.9625	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:35:00	412.39	3	258	0.4	null	null	209	6.275	12.9625	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:40:00	412.39	3	258	0.4	null	null	208	6.275	12.95	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:45:00	412.39	3	258	0.4	null	null	208	6.275	12.95	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:50:00	412.39	3	258	0.4	null	null	208	6.275	12.95	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 01:55:00	412.39	3	258	0.4	null	null	208	6.275	12.9375	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:00:00	412.39	3	258	0.4	null	null	209	6.275	12.9375	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:05:00	412.39	3	258	0.4	null	null	209	6.275	12.9375	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:10:00	412.39	3	258	0.4	null	null	209	6.275	12.9125	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:15:00	412.39	3	258	0.4	null	null	209	6.275	12.9125	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:20:00	412.39	3	258	0.4	null	null	209	6.275	12.9	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:25:00	412.39	3	258	0.4	null	null	209	6.275	12.8875	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:30:00	412.39	3	258	0.4	null	null	209	6.275	12.8875	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:35:00	412.39	3	258	0.4	null	null	209	6.275	12.8625	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:40:00	412.39	3	258	0.4	null	null	208	6.25	12.8375	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:45:00	412.39	3	258	0.4	null	null	209	6.25	12.8125	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:50:00	412.39	3	258	0.4	null	null	208	6.275	12.825	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 02:55:00	412.39	3	258	0.4	null	null	209	6.275	12.8	null	null	null	null	null	null	CON	2.5438
NW10	2021-01-01 03:00:00	412.39	3	258	0.4	null	null	209	6.275	12.775	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:05:00	412.39	3	258	0.4	null	null	209	6.275	12.7625	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:10:00	412.39	3	258	0.4	null	null	209	6.275	12.7625	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:15:00	412.39	3	258	0.4	null	null	209	6.275	12.75	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:20:00	412.39	3	258	0.4	null	null	209	6.275	12.7375	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:25:00	412.39	3	258	0.4	null	null	209	6.275	12.725	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:30:00	412.39	3	258	0.4	null	null	209	6.275	12.7125	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:35:00	412.39	3	258	0.4	null	null	209	6.275	12.7	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:40:00	412.39	3	258	0.4	null	null	209	6.275	12.7	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:45:00	412.39	3	258	0.4	null	null	209	6.275	12.6875	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:50:00	412.39	3	258	0.4	null	null	209	6.275	12.675	null	null	null	null	null	null	CON	2.5375
NW10	2021-01-01 03:55:00	412.38	3	258	0.4	null	null	209	6.275	12.6625	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:00:00	412.38	3	258	0.4	null	null	209	6.275	12.65	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:05:00	412.38	3	258	0.4	null	null	209	6.275	12.6375	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:10:00	412.38	3	258	0.4	null	null	209	6.275	12.625	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:15:00	412.38	3	258	0.4	null	null	209	6.275	12.6125	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:20:00	412.38	3	258	0.4	null	null	209	6.275	12.6125	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:25:00	412.38	3	258	0.4	null	null	209	6.275	12.5875	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:30:00	412.38	3	258	0.4	null	null	209	6.275	12.575	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:35:00	412.38	3	258	0.4	null	null	209	6.275	12.5625	null	null	null	null	null	null	CON	2.5313
NW10	2021-01-01 04:40:00	412.38	3	258	0.4	null	null	209	6.275	12.5625	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 04:45:00	412.38	3	258	0.4	null	null	209	6.275	12.55	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 04:50:00	412.38	3	258	0.4	null	null	209	6.275	12.5375	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 04:55:00	412.38	3	279	0.425	null	null	209	6.275	12.5375	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:00:00	412.38	3	279	0.425	null	null	209	6.275	12.525	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:05:00	412.38	3	279	0.425	null	null	209	6.275	12.525	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:10:00	412.38	3	279	0.425	null	null	209	6.275	12.5125	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:15:00	412.38	3	279	0.425	null	null	209	6.275	12.5125	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:20:00	412.38	3	279	0.425	null	null	209	6.275	12.5125	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:25:00	412.38	3	279	0.425	null	null	209	6.275	12.5125	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:30:00	412.38	3	258	0.4	null	null	209	6.275	12.5	null	null	null	null	null	null	CON	2.525
NW10	2021-01-01 05:35:00	412.37	3	279	0.425	null	null	209	6.275	12.4875	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 05:40:00	412.37	3	279	0.425	null	null	209	6.275	12.4875	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 05:45:00	412.37	3	279	0.425	null	null	209	6.275	12.4875	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 05:50:00	412.37	3	279	0.425	null	null	209	6.275	12.4875	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 05:55:00	412.37	3	279	0.425	null	null	209	6.275	12.475	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 06:00:00	412.37	3	279	0.425	null	null	209	6.275	12.475	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 06:05:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:10:00	412.37	3	279	0.425	null	null	209	6.275	12.475	null	null	null	null	null	null	CON	2.5188
NW10	2021-01-01 06:15:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:20:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:25:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:30:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:35:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:40:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 06:45:00	412.36	3	279	0.425	null	null	209	6.275	12.4625	null	null	null	null	null	null	CON	2.5125
NW10	2021-01-01 06:50:00	412.36	3	279	0.425	null	null	209	6.275	12.45	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 06:55:00	412.36	3	258	0.4	null	null	209	6.275	12.45	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:00:00	412.36	3	258	0.4	null	null	209	6.275	12.45	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:05:00	412.36	3	279	0.425	null	null	209	6.275	12.4375	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:10:00	412.36	3	279	0.425	null	null	209	6.275	12.4375	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:15:00	412.36	3	279	0.425	null	null	209	6.275	12.4375	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:20:00	412.36	3	279	0.425	null	null	209	6.275	12.4375	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:25:00	412.36	3	258	0.4	null	null	209	6.275	12.4375	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:30:00	412.36	3	258	0.4	null	null	209	6.275	12.425	null	null	null	null	null	null	CON	2.5063
NW10	2021-01-01 07:35:00	412.35	3	258	0.4	null	null	209	6.3	12.425	null	null	null	null	null	null	CON	2.5
NW10	2021-01-01 07:40:00	412.33	3	258	0.4	null	null	209	6.3	12.425	null	null	null	null	null	null	CON	2.475
NW10	2021-01-01 07:45:00	412.3	3	258	0.4	null	null	209	6.3	12.4125	null	null	null	null	null	null	CON	2.45
NW10	2021-01-01 07:50:00	412.27	3	258	0.4	null	null	209	6.325	12.4125	null	null	null	null	null	null	CON	2.4188
NW10	2021-01-01 07:55:00	412.24	3	258	0.4	null	null	209	6.325	12.4125	null	null	null	null	null	null	CON	2.3938
NW10	2021-01-01 08:00:00	412.21	3	258	0.4	null	null	209	6.325	12.4125	null	null	null	null	null	null	CON	2.3625
NW10	2021-01-01 08:05:00	412.18	3	258	0.4	null	null	209	6.325	12.4125	null	null	null	null	null	null	CON	2.3313
NW10	2021-01-01 08:10:00	412.16	3	258	0.4	null	null	209	6.325	12.4125	null	null	null	null	null	null	CON	2.3063
NW10	2021-01-01 08:15:00	412.13	3	258	0.4	null	null	209	6.35	12.4125	null	null	null	null	null	null	CON	2.275
NW10	2021-01-01 08:20:00	412.1	3	258	0.4	null	null	209	6.35	12.4125	null	null	null	null	null	null	CON	2.25
