STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW07	2021-05-01 00:00:00	830.58	3.33	null	0	null	null	289	null	17.475	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:05:00	830.58	3.33	null	0	null	null	289	null	17.45	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:10:00	830.58	3.33	null	0	null	null	288	null	17.45	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:15:00	830.58	3	null	0	null	null	288	null	17.425	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:20:00	830.58	3.33	null	0	null	null	289	null	17.4125	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:25:00	830.58	3.33	null	0	null	null	289	null	17.4	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:30:00	830.58	3.33	null	0	null	null	289	null	17.4	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:35:00	830.58	3	null	0	null	null	289	null	17.3625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:40:00	830.58	3	null	0	null	null	289	null	17.3375	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:45:00	830.58	3.33	null	0	null	null	289	null	17.3125	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:50:00	830.58	3.67	null	0	null	null	289	null	17.275	null	null	null	null	null	null	CON	0
NW07	2021-05-01 00:55:00	830.58	4	null	0	null	null	289	null	17.2625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:00:00	830.58	3.67	null	0	null	null	289	null	17.2375	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:05:00	830.58	3.33	null	0	null	null	289	null	17.225	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:10:00	830.58	3.33	null	0	null	null	289	null	17.2	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:15:00	830.58	3.67	null	0	null	null	289	null	17.1875	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:20:00	830.58	4	null	0	null	null	289	null	17.175	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:25:00	830.58	4	null	0	null	null	289	null	17.1625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:30:00	830.58	3.67	null	0	null	null	289	null	17.1625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:35:00	830.58	3.33	null	0	null	null	289	null	17.125	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:40:00	830.58	3.33	null	0	null	null	289	null	17.1	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:45:00	830.58	3.67	null	0	null	null	289	null	17.075	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:50:00	830.58	4	null	0	null	null	289	null	17.0625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 01:55:00	830.58	3.67	null	0	null	null	289	null	17.0375	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:00:00	830.58	3.33	null	0	null	null	289	null	17.025	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:05:00	830.58	3.33	null	0	null	null	289	null	17	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:10:00	830.58	3.67	null	0	null	null	289	null	16.9875	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:15:00	830.58	4	null	0	null	null	289	null	16.9625	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:20:00	830.58	4	null	0	null	null	289	null	16.95	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:25:00	830.58	4	null	0	null	null	289	null	16.95	null	null	null	null	null	null	CON	0
NW07	2021-05-01 02:30:00	830.58	3.67	null	0	null	null	290	null	16.95	null	null	null	null	null	null	CON	0
