STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW07	2021-08-01 00:00:00	830.79	64.33	null	0.075	null	null	192	null	18.925	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:05:00	830.79	64	null	0.075	null	null	192	null	18.9125	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:10:00	830.79	64	null	0.075	null	null	192	null	18.9125	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:15:00	830.79	64	null	0.075	null	null	192	null	18.9	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:20:00	830.79	63	null	0.075	null	null	192	null	18.9	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 00:25:00	830.79	63	null	0.075	null	null	192	null	18.8875	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:30:00	830.79	63	null	0.075	null	null	192	null	18.8875	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:35:00	830.79	62	null	0.075	null	null	192	null	18.8875	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:40:00	830.79	62	null	0.075	null	null	193	null	18.875	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:45:00	830.79	61.33	null	0.075	null	null	193	null	18.875	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:50:00	830.79	61.67	null	0.075	null	null	193	null	18.8625	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 00:55:00	830.79	62	null	0.075	null	null	193	null	18.8625	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 01:00:00	830.79	61.67	null	0.075	null	null	193	null	18.85	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 01:05:00	830.79	61.33	null	0.075	null	null	193	null	18.85	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:10:00	830.79	61	null	0.075	null	null	193	null	18.85	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:15:00	830.79	61	null	0.075	null	null	193	null	18.8375	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:20:00	830.79	61	null	0.075	null	null	193	null	18.8375	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 01:25:00	830.79	61	null	0.05	null	null	193	null	18.8375	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:30:00	830.79	61	null	0.075	null	null	193	null	18.825	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:35:00	830.79	61	null	0.075	null	null	193	null	18.825	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:40:00	830.79	61	null	0.075	null	null	193	null	18.8125	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:45:00	830.79	60	null	0.075	null	null	193	null	18.8125	null	null	null	null	null	null	CON	0.175
NW07	2021-08-01 01:50:00	830.79	60	null	0.075	null	null	193	null	18.8125	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 01:55:00	830.79	60	null	0.075	null	null	193	null	18.8125	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 02:00:00	830.79	60	null	0.075	null	null	193	null	18.8	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 02:05:00	830.79	60	null	0.075	null	null	193	null	18.8	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 02:10:00	830.79	60	null	0.05	null	null	193	null	18.8	null	null	null	null	null	null	CON	0.1687
NW07	2021-08-01 02:15:00	830.79	60	null	0.075	null	null	193	null	18.7875	null	null	null	null	null	null	CON	0.1687
