STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW08	2021-10-01 00:00:00	684.67	null	null	0	null	null	0	null	19.7625	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:05:00	684.67	null	null	0	null	null	0	null	19.75	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:10:00	684.67	null	null	0	null	null	0	null	19.725	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:15:00	684.67	null	null	0	null	null	0	null	19.7	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:20:00	684.68	null	null	0	null	null	0	null	19.675	null	null	null	null	null	null	CON	0.0266
NW08	2021-10-01 00:25:00	684.67	null	null	0	null	null	0	null	19.65	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:30:00	684.68	null	null	0	null	null	0	null	19.6125	null	null	null	null	null	null	CON	0.0266
NW08	2021-10-01 00:35:00	684.67	null	null	0	null	null	0	null	19.575	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:40:00	684.68	null	null	0	null	null	0	null	19.4875	null	null	null	null	null	null	CON	0.0266
NW08	2021-10-01 00:45:00	684.68	null	null	0	null	null	0	null	19.5	null	null	null	null	null	null	CON	0.0266
NW08	2021-10-01 00:50:00	684.67	null	null	0	null	null	0	null	19.5	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 00:55:00	684.67	null	null	0	null	null	0	null	19.4875	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:00:00	684.67	null	null	0	null	null	0	null	19.4625	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:05:00	684.67	null	null	0	null	null	0	null	19.4375	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:10:00	684.67	null	null	0	null	null	0	null	19.4	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:15:00	684.67	null	null	0	null	null	0	null	19.375	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:20:00	684.67	null	null	0	null	null	0	null	19.3375	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:25:00	684.67	null	null	0	null	null	0	null	19.3375	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:30:00	684.67	null	null	0	null	null	0	null	19.3125	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:35:00	684.67	null	null	0	null	null	0	null	19.3	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:40:00	684.67	null	null	0	null	null	0	null	19.3	null	null	null	null	null	null	CON	0.02
NW08	2021-10-01 01:45:00	684.67	null	null	0	null	null	0	null	19.3	null	null	null	null	null	null	CON	0.02
