STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW23	2021-06-01 00:00:00	240.44	126	94	0.2	null	null	1124	null	22	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:05:00	240.44	128.5	74	0.175	null	null	1072	null	21.9875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:10:00	240.44	130.67	94	0.2	null	null	1083	null	21.975	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:15:00	240.44	127	94	0.2	null	null	1111	null	21.95	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:20:00	240.44	132.33	74	0.175	null	null	1041	null	21.9375	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:25:00	240.42	132.67	74	0.175	null	null	1104	null	21.925	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:30:00	240.44	128.67	74	0.175	null	null	1012	null	21.9125	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:35:00	240.43	126	74	0.175	null	null	1096	null	21.8875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:40:00	240.43	122.67	74	0.175	null	null	1115	null	21.875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:45:00	240.43	122	74	0.175	null	null	1082	null	21.8625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:50:00	240.44	124.33	74	0.175	null	null	1074	null	21.8625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 00:55:00	240.43	126	74	0.175	null	null	1061	null	21.8375	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:00:00	240.43	125.67	74	0.175	null	null	1025	null	21.825	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:05:00	240.43	125.67	74	0.175	null	null	1054	null	21.8125	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:10:00	240.42	128.33	74	0.175	null	null	1089	null	21.8125	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:15:00	240.43	125.67	74	0.175	null	null	1041	null	21.8	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:20:00	240.43	118	94	0.2	null	null	1051	null	21.7875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:25:00	240.44	129.33	94	0.2	null	null	1081	null	21.7875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:30:00	240.43	135	94	0.2	null	null	1034	null	21.7875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:35:00	240.44	135	94	0.2	null	null	1072	null	21.7875	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:40:00	240.43	151	115	0.225	null	null	1087	null	21.775	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:45:00	240.43	156.67	135	0.25	null	null	1048	null	21.775	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:50:00	240.43	157.67	115	0.225	null	null	1104	null	21.775	null	null	null	null	null	null	CON	0
NW23	2021-06-01 01:55:00	240.42	158.33	115	0.225	null	null	1067	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:00:00	240.42	162.33	135	0.25	null	null	1083	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:05:00	240.44	165.33	115	0.225	null	null	1036	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:10:00	240.44	167.67	135	0.25	null	null	1044	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:15:00	240.43	168.33	135	0.25	null	null	1066	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:20:00	240.44	173	135	0.25	null	null	1048	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:25:00	240.43	177.67	135	0.25	null	null	1097	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:30:00	240.44	180.67	135	0.25	null	null	1042	null	21.7625	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:35:00	240.43	180.67	156	0.275	null	null	1051	null	21.75	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:40:00	240.44	176.67	135	0.25	null	null	1042	null	21.75	null	null	null	null	null	null	CON	0
NW23	2021-06-01 02:45:00	240.43	175	135	0.25	null	null	1059	null	21.75	null	null	null	null	null	null	CON	0
