STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW07	2022-02-01 00:00:00	830.59	6	608	0.825	null	null	158	null	12.35	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:05:00	830.59	6	608	0.825	null	null	158	null	12.35	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:10:00	830.59	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:15:00	830.59	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:20:00	830.58	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:25:00	830.58	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:30:00	830.59	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:35:00	830.59	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:40:00	830.59	6	608	0.825	null	null	158	null	12.3375	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:45:00	830.58	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:50:00	830.59	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 00:55:00	830.59	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:00:00	830.59	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:05:00	830.59	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:10:00	830.58	6	608	0.825	null	null	158	null	12.325	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:15:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:20:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:25:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:30:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:35:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:40:00	830.58	6	608	0.825	null	null	158	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:45:00	830.58	6	608	0.825	null	null	157	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:50:00	830.58	6	608	0.825	null	null	157	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 01:55:00	830.58	8	608	0.825	null	null	157	null	12.3125	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:00:00	830.58	7	608	0.825	null	null	158	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:05:00	830.58	6.67	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:10:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:15:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:20:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:25:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:30:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:35:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:40:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:45:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:50:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 02:55:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:00:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:05:00	830.58	6	608	0.825	null	null	157	null	12.3	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:10:00	830.58	6	608	0.825	null	null	156	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:15:00	830.58	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:20:00	830.58	6	608	0.825	null	null	156	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:25:00	830.57	6	608	0.825	null	null	156	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:30:00	830.58	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:35:00	830.58	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:40:00	830.57	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:45:00	830.57	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:50:00	830.57	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
NW07	2022-02-01 03:55:00	830.57	6	608	0.825	null	null	157	null	12.2875	null	null	null	null	null	null	CON	0
