STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW10	2021-09-01 00:00:00	413.24	25.37	null	0.025	null	null	255	8.05	21.65	null	null	null	null	null	null	CON	3.3938
NW10	2021-09-01 00:05:00	413.25	25.13	null	0.025	null	null	255	8.05	21.625	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:10:00	413.25	24.9	null	0.025	null	null	256	8.05	21.625	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:15:00	413.25	24.43	null	0.025	null	null	255	8.05	21.6125	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:20:00	413.25	24.43	null	0.025	null	null	255	7.825	21.6	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:25:00	413.25	24.67	null	0.025	null	null	256	7.9	21.5875	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:30:00	413.26	24.9	null	0.025	null	null	255	8.05	21.575	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 00:35:00	413.26	25.25	null	0.025	null	null	256	8.05	21.575	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 00:40:00	413.26	25.6	null	0.025	null	null	255	8.05	21.55	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 00:45:00	413.26	25.37	null	0.025	null	null	256	8.05	21.5625	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 00:50:00	413.25	25.37	null	0.025	null	null	256	8.05	21.5375	null	null	null	null	null	null	CON	3.4
NW10	2021-09-01 00:55:00	413.26	25.6	null	0.025	null	null	255	8.05	21.525	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:00:00	413.26	26.07	null	0.025	null	null	256	8.05	21.525	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:05:00	413.26	26.07	null	0.025	null	null	256	8.05	21.525	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:10:00	413.26	25.83	null	0.025	null	null	256	8.05	21.5	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:15:00	413.26	25.6	null	0.025	null	null	255	8.05	21.4875	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:20:00	413.26	25.6	null	0.025	null	null	255	7.8	21.4875	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:25:00	413.26	25.37	null	0.025	null	null	255	7.9	21.475	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:30:00	413.26	25.6	null	0.025	null	null	256	8.05	21.4625	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:35:00	413.26	25.83	null	0.025	null	null	255	8.05	21.4625	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:40:00	413.26	26.3	null	0.025	null	null	255	8.05	21.45	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:45:00	413.26	26.53	null	0.025	null	null	255	8.05	21.45	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:50:00	413.26	26.3	null	0.025	null	null	256	8.05	21.425	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 01:55:00	413.26	25.6	null	0.025	null	null	255	8.05	21.4375	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:00:00	413.26	25.37	null	0.025	null	null	255	8.05	21.4125	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:05:00	413.26	25.37	null	0.025	null	null	256	8.05	21.4125	null	null	null	null	null	null	CON	3.4125
NW10	2021-09-01 02:10:00	413.26	25.6	null	0.025	null	null	255	8.075	21.4	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:15:00	413.26	25.37	null	0.025	null	null	256	8.075	21.4	null	null	null	null	null	null	CON	3.4125
NW10	2021-09-01 02:20:00	413.26	25.6	null	0.025	null	null	256	7.8	21.375	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:25:00	413.26	26.07	null	0.025	null	null	256	7.925	21.3875	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:30:00	413.26	26.3	null	0.025	null	null	256	8.05	21.375	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:35:00	413.26	26.07	null	0.025	null	null	256	8.05	21.3625	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:40:00	413.26	25.6	null	0.025	null	null	256	8.05	21.35	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:45:00	413.26	25.37	null	0.025	null	null	255	8.05	21.35	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:50:00	413.26	24.9	null	0.025	null	null	255	8.05	21.3375	null	null	null	null	null	null	CON	3.4063
NW10	2021-09-01 02:55:00	413.25	24.67	null	0.025	null	null	256	8.05	21.325	null	null	null	null	null	null	CON	3.4
