STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW23	2021-03-01 00:00:00	240.44	4	null	0	null	null	45	null	17.95	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:05:00	240.44	4	null	0	null	null	51	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:10:00	240.44	4	null	0	null	null	49	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:15:00	240.44	4	null	0	null	null	50	null	17.9625	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:20:00	240.44	4	null	0	null	null	49	null	17.9875	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:25:00	240.44	4	null	0	null	null	61	null	17.975	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:30:00	240.44	4	null	0	null	null	64	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:35:00	240.43	4	null	0	null	null	60	null	17.95	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:40:00	240.44	4	null	0	null	null	59	null	17.975	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:45:00	240.44	4	null	0	null	null	55	null	18	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:50:00	240.43	4	null	0	null	null	47	null	18.0125	null	null	null	null	null	null	CON	0
NW23	2021-03-01 00:55:00	240.44	4	null	0	null	null	40	null	17.9875	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:00:00	240.44	4	null	0	null	null	50	null	18.0375	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:05:00	240.44	4	null	0	null	null	52	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:10:00	240.43	4	null	0	null	null	49	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:15:00	240.44	4	null	0	null	null	48	null	17.9125	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:20:00	240.44	4	null	0	null	null	47	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:25:00	240.43	4	null	0	null	null	48	null	17.9125	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:30:00	240.44	4	null	0	null	null	50	null	17.925	null	null	null	null	null	null	CON	0
NW23	2021-03-01 01:35:00	240.44	4	null	0	null	null	48	null	17.925	null	null	null	null	null	null	CON	0
