STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW07	2021-07-01 00:00:00	830.7	12	null	0	null	null	200	null	19.6125	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:05:00	830.7	12	null	0	null	null	200	null	19.6	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 00:10:00	830.7	12	null	0	null	null	200	null	19.5875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 00:15:00	830.7	12	null	0	null	null	200	null	19.5625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 00:20:00	830.7	12	null	0	null	null	200	null	19.55	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:25:00	830.7	12	null	0	null	null	200	null	19.525	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 00:30:00	830.7	12	null	0	null	null	200	null	19.5125	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:35:00	830.7	12	null	0	null	null	200	null	19.4875	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:40:00	830.7	12	null	0	null	null	200	null	19.475	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:45:00	830.7	12	null	0	null	null	200	null	19.45	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:50:00	830.7	12	null	0	null	null	200	null	19.4375	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 00:55:00	830.7	12	null	0	null	null	201	null	19.4125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 01:00:00	830.7	12	null	0	null	null	201	null	19.4	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:05:00	830.7	12	null	0	null	null	201	null	19.3875	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:10:00	830.7	12	null	0	null	null	201	null	19.3625	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:15:00	830.7	12	null	0	null	null	201	null	19.35	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:20:00	830.7	12	null	0	null	null	201	null	19.325	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:25:00	830.7	12	null	0	null	null	200	null	19.3125	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:30:00	830.7	12	null	0	null	null	201	null	19.2875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 01:35:00	830.7	12	null	0	null	null	201	null	19.2625	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:40:00	830.7	12	null	0	null	null	201	null	19.25	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:45:00	830.7	12	null	0	null	null	201	null	19.225	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 01:50:00	830.7	12	null	0	null	null	201	null	19.2125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 01:55:00	830.7	12	null	0	null	null	201	null	19.1875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:00:00	830.7	12	null	0	null	null	201	null	19.1625	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:05:00	830.7	12	null	0	null	null	201	null	19.15	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:10:00	830.7	12	null	0	null	null	201	null	19.125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:15:00	830.7	12	null	0	null	null	201	null	19.1125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:20:00	830.7	12	null	0	null	null	201	null	19.0875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:25:00	830.7	12	null	0	null	null	201	null	19.075	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:30:00	830.7	12	null	0	null	null	201	null	19.05	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 02:35:00	830.7	12	null	0	null	null	201	null	19.0375	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:40:00	830.7	12	null	0	null	null	201	null	19.0125	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:45:00	830.7	11	null	0	null	null	201	null	19	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:50:00	830.7	11.33	null	0	null	null	201	null	18.975	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 02:55:00	830.7	11.67	null	0	null	null	201	null	18.9625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:00:00	830.7	12	null	0	null	null	201	null	18.9375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:05:00	830.7	12	null	0	null	null	201	null	18.925	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 03:10:00	830.7	12	null	0	null	null	201	null	18.9	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:15:00	830.7	12	null	0	null	null	201	null	18.8875	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 03:20:00	830.7	12	null	0	null	null	201	null	18.8625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:25:00	830.7	12	null	0	null	null	201	null	18.85	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:30:00	830.7	11.67	null	0	null	null	201	null	18.825	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:35:00	830.7	11.33	null	0	null	null	201	null	18.8125	null	null	null	null	null	null	CON	0.0812
NW07	2021-07-01 03:40:00	830.7	11.33	null	0	null	null	201	null	18.8	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:45:00	830.7	11.33	null	0	null	null	201	null	18.775	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:50:00	830.7	11.33	null	0	null	null	201	null	18.7625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 03:55:00	830.7	11.33	null	0	null	null	201	null	18.75	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:00:00	830.7	11.67	null	0	null	null	201	null	18.725	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:05:00	830.7	12	null	0	null	null	201	null	18.7125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:10:00	830.7	12	null	0	null	null	201	null	18.6875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:15:00	830.7	11.67	null	0	null	null	201	null	18.675	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:20:00	830.7	11.67	null	0	null	null	201	null	18.6625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:25:00	830.7	11.67	null	0	null	null	201	null	18.65	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:30:00	830.7	12	null	0	null	null	201	null	18.6375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:35:00	830.69	11.67	null	0	null	null	201	null	18.6125	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 04:40:00	830.7	11.33	null	0	null	null	201	null	18.6	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:45:00	830.7	11.33	null	0	null	null	201	null	18.5875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:50:00	830.7	11.67	null	0	null	null	201	null	18.575	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 04:55:00	830.7	11.67	null	0	null	null	201	null	18.5625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:00:00	830.7	11.33	null	0	null	null	201	null	18.5375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:05:00	830.7	11.33	null	0	null	null	201	null	18.5375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:10:00	830.7	11.67	null	0	null	null	201	null	18.525	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:15:00	830.7	12	null	0	null	null	201	null	18.5125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:20:00	830.7	12	null	0	null	null	201	null	18.5	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:25:00	830.7	12	null	0	null	null	201	null	18.4875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:30:00	830.7	12	null	0	null	null	201	null	18.475	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:35:00	830.7	11.67	null	0	null	null	201	null	18.4625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:40:00	830.7	11.33	null	0	null	null	201	null	18.45	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:45:00	830.7	11	null	0	null	null	201	null	18.4375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:50:00	830.7	11	null	0	null	null	201	null	18.4375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 05:55:00	830.7	11	null	0	null	null	201	null	18.425	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:00:00	830.7	11	null	0	null	null	201	null	18.4125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:05:00	830.7	11	null	0	null	null	201	null	18.4	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:10:00	830.7	11	null	0	null	null	201	null	18.3875	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:15:00	830.69	11	null	0	null	null	201	null	18.375	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 06:20:00	830.7	11	null	0	null	null	201	null	18.3625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:25:00	830.7	11	null	0	null	null	201	null	18.3625	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:30:00	830.69	11	null	0	null	null	201	null	18.35	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 06:35:00	830.7	11	null	0	null	null	201	null	18.35	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:40:00	830.7	11.67	null	0	null	null	201	null	18.3375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:45:00	830.7	11.33	null	0	null	null	201	null	18.3375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 06:50:00	830.69	11	null	0	null	null	201	null	18.35	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 06:55:00	830.69	11	null	0	null	null	201	null	18.35	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:00:00	830.69	11	null	0	null	null	201	null	18.3625	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:05:00	830.7	11	null	0	null	null	201	null	18.375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 07:10:00	830.69	11	null	0	null	null	201	null	18.3875	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:15:00	830.7	11	null	0	null	null	201	null	18.4	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 07:20:00	830.7	11	null	0	null	null	201	null	18.4125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 07:25:00	830.7	11	null	0	null	null	201	null	18.425	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 07:30:00	830.69	11	null	0	null	null	201	null	18.4375	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:35:00	830.69	11	null	0	null	null	201	null	18.45	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:40:00	830.7	11	null	0	null	null	201	null	18.45	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 07:45:00	830.69	11	null	0	null	null	201	null	18.475	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:50:00	830.69	11	null	0	null	null	201	null	18.4875	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 07:55:00	830.7	11	null	0	null	null	201	null	18.5125	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 08:00:00	830.7	11	null	0	null	null	201	null	18.5375	null	null	null	null	null	null	CON	0.075
NW07	2021-07-01 08:05:00	830.69	10	null	0	null	null	201	null	18.5625	null	null	null	null	null	null	CON	0.0687
NW07	2021-07-01 08:10:00	830.7	10	null	0	null	null	201	null	18.6	null	null	null	null	null	null	CON	0.075
