STA_NO	INFO_DATE	H	TBD	TBDCAL	SS	TDS	ORP	EC	PH	CS	CHA	DOD	DOQ	DC	MachThe	INC	TBSTS   HL
NW07	2022-05-01 00:00:00	830.58	3	1306	1.675	null	null	237	null	19.375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:05:00	830.58	3	1306	1.675	null	null	237	null	19.375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:10:00	830.58	3	1306	1.675	null	null	237	null	19.3625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:15:00	830.58	3	1306	1.675	null	null	237	null	19.35	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:20:00	830.58	3	1306	1.675	null	null	237	null	19.3375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:25:00	830.58	3	1306	1.675	null	null	237	null	19.325	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:30:00	830.59	3	1327	1.7	null	null	237	null	19.325	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:35:00	830.58	3	1327	1.7	null	null	237	null	19.3125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:40:00	830.58	3	1327	1.7	null	null	237	null	19.3	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:45:00	830.58	3	1327	1.7	null	null	237	null	19.2875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:50:00	830.58	3	1327	1.7	null	null	237	null	19.275	null	null	null	null	null	null	CON	0
NW07	2022-05-01 00:55:00	830.58	3	1327	1.7	null	null	237	null	19.275	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:00:00	830.58	3	1327	1.7	null	null	237	null	19.2625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:05:00	830.58	3	1327	1.7	null	null	237	null	19.25	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:10:00	830.58	3	1327	1.7	null	null	237	null	19.2375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:15:00	830.58	3	1327	1.7	null	null	237	null	19.2375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:20:00	830.58	3	1327	1.7	null	null	237	null	19.225	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:25:00	830.58	3	1327	1.7	null	null	237	null	19.2125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:30:00	830.58	3	1327	1.7	null	null	237	null	19.2	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:35:00	830.58	3	1327	1.7	null	null	237	null	19.2	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:40:00	830.58	3	1327	1.7	null	null	237	null	19.1875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:45:00	830.58	3	1327	1.7	null	null	237	null	19.175	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:50:00	830.58	3	1327	1.7	null	null	237	null	19.1625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 01:55:00	830.58	3	1327	1.7	null	null	237	null	19.1625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:00:00	830.58	3	1327	1.7	null	null	237	null	19.15	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:05:00	830.58	3	1327	1.7	null	null	237	null	19.1375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:10:00	830.58	3	1327	1.7	null	null	237	null	19.1375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:15:00	830.58	3	1327	1.7	null	null	237	null	19.125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:20:00	830.58	3	1327	1.7	null	null	237	null	19.1125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:25:00	830.58	3	1348	1.725	null	null	237	null	19.1125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:30:00	830.58	3	1327	1.7	null	null	237	null	19.1	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:35:00	830.58	3	1327	1.7	null	null	237	null	19.1	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:40:00	830.58	3	1327	1.7	null	null	237	null	19.0875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:45:00	830.58	3	1327	1.7	null	null	237	null	19.0875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:50:00	830.58	3	1327	1.7	null	null	237	null	19.075	null	null	null	null	null	null	CON	0
NW07	2022-05-01 02:55:00	830.58	3	1327	1.7	null	null	237	null	19.075	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:00:00	830.58	3	1327	1.7	null	null	237	null	19.0625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:05:00	830.58	3	1327	1.7	null	null	237	null	19.0625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:10:00	830.58	3	1327	1.7	null	null	237	null	19.05	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:15:00	830.58	3	1348	1.725	null	null	237	null	19.05	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:20:00	830.58	3	1327	1.7	null	null	237	null	19.0375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:25:00	830.58	3	1327	1.7	null	null	237	null	19.0375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:30:00	830.58	3	1327	1.7	null	null	237	null	19.025	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:35:00	830.58	3	1327	1.7	null	null	237	null	19.025	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:40:00	830.58	3	1327	1.7	null	null	237	null	19.0125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:45:00	830.58	3	1327	1.7	null	null	237	null	19.0125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:50:00	830.58	3	1327	1.7	null	null	237	null	19	null	null	null	null	null	null	CON	0
NW07	2022-05-01 03:55:00	830.58	3	1327	1.7	null	null	237	null	18.9875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:00:00	830.58	3	1327	1.7	null	null	237	null	18.9875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:05:00	830.58	3	1327	1.7	null	null	237	null	18.975	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:10:00	830.58	3	1327	1.7	null	null	237	null	18.9625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:15:00	830.58	3	1327	1.7	null	null	237	null	18.9625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:20:00	830.58	3	1327	1.7	null	null	237	null	18.95	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:25:00	830.58	3	1327	1.7	null	null	237	null	18.95	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:30:00	830.58	3	1327	1.7	null	null	237	null	18.9375	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:35:00	830.58	3	1327	1.7	null	null	237	null	18.925	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:40:00	830.58	3	1327	1.7	null	null	237	null	18.925	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:45:00	830.58	3	1327	1.7	null	null	237	null	18.9125	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:50:00	830.58	3	1327	1.7	null	null	237	null	18.9	null	null	null	null	null	null	CON	0
NW07	2022-05-01 04:55:00	830.58	3	1327	1.7	null	null	237	null	18.9	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:00:00	830.58	3	1327	1.7	null	null	237	null	18.8875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:05:00	830.58	3	1327	1.7	null	null	237	null	18.875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:10:00	830.58	4	1327	1.7	null	null	237	null	18.875	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:15:00	830.58	3.5	1327	1.7	null	null	237	null	18.8625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:20:00	830.58	3.33	1327	1.7	null	null	237	null	18.8625	null	null	null	null	null	null	CON	0
NW07	2022-05-01 05:25:00	830.58	3	1327	1.7	null	null	237	null	18.85	null	null	null	null	null	null	CON	0
